event	E	sd	signal/noise	char_func_max
CMTSOLUTION_201308120949A	1.0041677418117902	0.06294626638375328	183.98446813313754	0.9910648716889987
CMTSOLUTION_201005241618A	NOT FOUND	NOT FOUND	213.60630299822952	0.4633567376452662
CMTSOLUTION_201402101206A	0.7115236600723552	0.0821717340751337	26.37081051245783	0.7903640551884565
CMTSOLUTION_200802141009A	1.0020025862748119	0.0793705289661482	1535.9359547224005	0.6845950399376426
CMTSOLUTION_201003111439A	0.9531811610061413	0.01993163153998223	3206.4034156825464	0.9073093061430436
CMTSOLUTION_201201101837A	0.763649765464021	0.06531889274373345	5563.567704694188	0.9449503858632409
CMTSOLUTION_200906062033A	1.0060562615804092	0.037525271781205426	30.577813404854396	0.9897976388380963
CMTSOLUTION_201304060442A	1.0705483891173735	0.08264942916804542	1671.4794578687597	0.9764718102547393
CMTSOLUTION_200810122055A	3.0977467300196753	0.27724253886026956	59.747179110745996	0.6561999420268055
CMTSOLUTION_201208261505A	0.8090003332936301	0.10023142568821211	535.2087417370177	0.9581435145046365
CMTSOLUTION_201111072235A	1.0691176449964441	0.03970752685199699	79.5691096013193	0.9849352827878424
CMTSOLUTION_201103112011A	1.0204651196832353	0.09575784349096753	10.312091859442665	0.9788894844721191
CMTSOLUTION_200907040649A	0.9588173838468431	0.03194755314024319	131.35424766790166	0.9793232183156084
CMTSOLUTION_200802131958A	1.886237415561507	0.02803577440642889	215.20538849340755	-0.9279544915405342
CMTSOLUTION_201304201312A	0.9832577187160462	0.062136179009347065	54.23269234521356	0.9514099927207335
CMTSOLUTION_200905191735A	1.031984834775625	0.06872416917637954	63.547510297771524	0.9452336893797395
CMTSOLUTION_200811240902A	0.5389234966110489	0.029294160346525048	1866.0433000759244	0.7264879085000661
CMTSOLUTION_201305140032A	NOT FOUND	NOT FOUND	258.6544215532274	0.4398197727450185
CMTSOLUTION_200808100820A	0.877673325556415	0.2029164650790908	198.326835859273	0.6689096641537775
CMTSOLUTION_201102120117A	1.0393315941624601	0.04507729481393786	28.538266605330612	0.9963342647339408
CMTSOLUTION_200807080742A	0.8144931073798567	0.022550648006314365	62.98966153893844	-0.9968077069063882
CMTSOLUTION_200906162005A	1.053930767307368	0.06582664434442097	249.05760924126292	0.9847669565460938
CMTSOLUTION_201101022020A	0.9649408785431413	0.033548167469325416	1109.137974394499	0.986591204196965
CMTSOLUTION_201004042240A	0.8401885138485421	0.02279224723393932	924.8848545091241	0.9357341119239867
CMTSOLUTION_200908280151A	NOT FOUND	NOT FOUND	668.2230542612665	0.19915857230175726
CMTSOLUTION_201204150557A	0.9313418435113908	0.009292582741661554	296.17924904592826	0.989247498841093
CMTSOLUTION_201307041716A	0.9505648979894734	0.022820424227544767	40.320271760902116	0.9575786757012444
CMTSOLUTION_201012151129A	1.4016504393832672	0.0331951148922124	32.769386521985425	0.9133753822961708
CMTSOLUTION_201310041726A	NOT FOUND	NOT FOUND	592.7166247642632	-0.23814857158885192
CMTSOLUTION_201306061153A	7.636499535650961	2.5358474536235547	12.872682764774272	-0.6219056312897911
CMTSOLUTION_200804190312A	1.001821182431745	0.06116258476172028	107.77606648250416	0.9832395572847008
CMTSOLUTION_201009270008A	0.9288936720161943	0.06383957498363854	122.90924438403955	0.975553441364867
