event	E	sd	signal/noise	char_func_max
CMTSOLUTION_201308120949A	NOT FOUND	NOT FOUND	83.73721576360148	-0.3711385565941751
CMTSOLUTION_201005241618A	NOT FOUND	NOT FOUND	311.9815728991714	-0.2724009276006887
CMTSOLUTION_201402101206A	1.1334818270655387	0.08058196215418661	6.927930659703286	0.9862171440345184
CMTSOLUTION_200802141009A	0.7416342434321893	0.06089409026008021	1076.3282825718281	0.8892993303194044
CMTSOLUTION_201003111439A	1.255044752554063	0.1429416274094504	556.27318511469	0.801854237740236
CMTSOLUTION_201201101837A	1.8628362668521978	0.5538890907023375	265.3894166310737	0.6119770891918382
CMTSOLUTION_200906062033A	1.1205200429857918	0.058069585872150144	291.1893089374174	0.9444080857423731
CMTSOLUTION_201304060442A	NOT FOUND	NOT FOUND	448.5943294556656	0.3164421516420258
CMTSOLUTION_200810122055A	NOT FOUND	NOT FOUND	15.986982974048814	0.4744912890935802
CMTSOLUTION_201208261505A	NOT FOUND	NOT FOUND	256.24499151982707	-0.22232416657907297
CMTSOLUTION_201111072235A	NOT FOUND	NOT FOUND	17.560529261844774	0.4016290161291161
CMTSOLUTION_201103112011A	0.5982440000759406	0.03249264226720822	42.74887899736689	0.8859992866910071
CMTSOLUTION_200907040649A	0.7043937171321896	0.09939476936103045	60.848085604132486	-0.8125445418881174
CMTSOLUTION_200802131958A	1.2492626313110142	0.05842814296564796	16.4493129632338	-0.8276813411654339
CMTSOLUTION_201304201312A	0.8924212654051293	0.028166832194206997	286.3015613108631	0.8546922964041539
CMTSOLUTION_200905191735A	1.6815828158634394	0.15637627657344919	146.53550917348235	0.7649666210949755
CMTSOLUTION_200811240902A	NOT FOUND	NOT FOUND	647.651784088718	0.30136720941952727
CMTSOLUTION_201305140032A	NOT FOUND	NOT FOUND	87.35984467338903	-0.27676293301069615
CMTSOLUTION_200808100820A	0.7393430410903205	0.06295301422639164	131.1646945686905	0.8525341506344161
CMTSOLUTION_201102120117A	1.2151254253700214	0.031200299366344653	12.030094998174153	0.7321619122092033
CMTSOLUTION_200807080742A	0.9575912164704355	0.050920933302988754	301.6580184670694	0.9679118339027324
CMTSOLUTION_200906162005A	0.7782165207357516	0.047111722683260596	175.21531138498176	0.9900213093799105
CMTSOLUTION_201101022020A	0.9566922064137703	0.05599752286353598	321.13736248604806	0.9459029864239009
CMTSOLUTION_201004042240A	0.6884860575209313	0.04942928330156567	4902.55723246063	0.9896214308274592
CMTSOLUTION_200908280151A	0.5490633555107071	0.05443710651033603	604.9530400765807	0.9336272107636225
CMTSOLUTION_201204150557A	1.0089589224158448	0.08379454781753415	91.47093611171579	0.7261290212770456
CMTSOLUTION_201307041716A	NOT FOUND	NOT FOUND	22.86848827538113	-0.5735040789646558
CMTSOLUTION_201012151129A	0.8331432594605953	0.10774606179651715	21.27532418555315	0.6432020347471975
CMTSOLUTION_201310041726A	0.9799243745508395	0.2760150392157854	83.39704355325344	0.8746023277660082
CMTSOLUTION_201306061153A	0.7304572808095875	0.041755230430446405	27.967289024120472	0.7506073512511882
CMTSOLUTION_200804190312A	0.974847721669316	0.2564925375222256	16.098790869020007	0.745029558257216
CMTSOLUTION_201009270008A	0.8734306277659284	0.08948149056029951	310.8441328291162	0.9631428528309381
CMTSOLUTION_201401282222A	1.0614170837325654	0.020399130758346547	43.71347143455933	0.9864475785917995
CMTSOLUTION_200806050216A	1.1366972006386737	0.060355746906406424	7.689032760343995	0.6357827547996592
CMTSOLUTION_201111300047A	0.8253017855104285	0.08392432376256032	57.221572595492205	0.6136712110892306
CMTSOLUTION_200801090826A	0.6473661415996952	0.13425599729668164	312.8068675244876	0.9277988104956483
CMTSOLUTION_201210141013A	1.2747748349707102	0.1275781193400374	137.68552349101864	0.9538361404000373
CMTSOLUTION_200808042045A	DiffNPTS	DiffNPTS	DiffDelta	DiffNPTS
CMTSOLUTION_201004302316A	1.4447575344037853	0.14583566402093873	1414.8981994324604	0.6996273345436197
CMTSOLUTION_201004231003A	0.8026938305682744	0.02834802906299487	35.387831652578754	0.9356825222465519
CMTSOLUTION_201310312303A	1.0075283508452406	0.15198065907866484	20.16389923518996	0.7446510100373076
CMTSOLUTION_200904070423A	0.9002172503719895	0.0712261387238528	735.6191817409917	0.9118066141376913
CMTSOLUTION_201204112255A	0.8728825959382779	0.07195026068894374	1039.108491219849	0.9460003179318812
CMTSOLUTION_201301302015A	0.8488245616118103	0.025408273975667514	62.42733833613423	0.9256605494858938
CMTSOLUTION_200912100230A	NOT FOUND	NOT FOUND	21.91202604357142	0.293924947419058
CMTSOLUTION_200907061453A	0.9556177753383064	0.2594437106182327	80.36102643041939	-0.8189698263844924
CMTSOLUTION_201105280547A	1.036575121543528	0.031071685893746225	48.123916791612146	0.8788975559972207
CMTSOLUTION_200908031800A	0.9184264732112504	0.055600367591337976	6786.087604018256	0.9891360396479111
CMTSOLUTION_201006010326A	0.6282580607238101	0.014646866077381093	24.73834068401557	0.9373030689928221
CMTSOLUTION_200805201353A	0.8731513667768679	0.06164314668062981	149.8616973803388	0.8949267547646897
CMTSOLUTION_200808262100A	NOT FOUND	NOT FOUND	161.35376770929287	0.216318217056425
CMTSOLUTION_201005190415A	NOT FOUND	NOT FOUND	53.76284772704005	-0.511666868123066
CMTSOLUTION_201204171903A	1.0081885287083032	0.3366597238947765	17.337623413306524	0.9196291665459582
CMTSOLUTION_201206070405A	0.757425698801203	0.05057284606244759	69.82592203265494	0.8463040977162078
CMTSOLUTION_201308070906A	1.025220491653585	0.10083368035046815	857.3567539383189	0.9691315558223654
CMTSOLUTION_200908031840A	0.9174955340017811	0.05114595557941918	580.0274188772029	0.9635368083720337
