event	E	sd	signal/noise	char_func_max
CMTSOLUTION_201308120949A	0.8317709115729716	0.04121640260855334	24.953310936026455	0.951699940365858
CMTSOLUTION_201005241618A	3.275827913741536	0.20358314019463455	58.20947752101138	-0.7700191888239645
CMTSOLUTION_201402101206A	NOT FOUND	NOT FOUND	29.046944382148162	-0.1855085501012749
CMTSOLUTION_200802141009A	1.7816067638671507	0.1337079269666265	281.39188907186934	0.928576985681261
CMTSOLUTION_201003111439A	0.8403957204357648	0.05219657220852021	1110.7002834150667	0.982992752334391
CMTSOLUTION_201201101837A	0.8888135181049226	0.056643064368275674	4144.853132892029	0.9972601687880275
CMTSOLUTION_200906062033A	NOT FOUND	NOT FOUND	6.748867497409437	0.08042496349708739
CMTSOLUTION_201304060442A	1.0831160052551376	0.03991561559777784	393.54406721495116	0.7724398700988784
CMTSOLUTION_200810122055A	0.8315379099839512	0.04796667995968139	20.52983690099881	0.980048111566585
CMTSOLUTION_201208261505A	0.9103688182746807	0.005172957429005301	152.45600709201932	0.9877093077623886
CMTSOLUTION_201111072235A	0.9588243497764898	0.08060275337426284	26.26369094258208	0.9856559850804738
CMTSOLUTION_201103112011A	1.1097824532137786	0.3061938356219755	4.533113232865056	0.8489312995756748
CMTSOLUTION_200907040649A	1.0590503757950562	0.060481890071912715	17.05856077005876	0.8500485148962581
CMTSOLUTION_200802131958A	0.8333218540939517	0.05508472860433319	131.5706489667856	0.9852983792065645
CMTSOLUTION_201304201312A	NOT FOUND	NOT FOUND	11.613080602244741	0.560115514263703
CMTSOLUTION_200905191735A	1.1325439866227733	0.08722817847435178	15.615324038964388	0.9690859256402811
CMTSOLUTION_200811240902A	NOT FOUND	NOT FOUND	794.9130529225549	-0.35029365468765444
CMTSOLUTION_201305140032A	1.4497121310976246	0.13017899965566407	91.88924228373918	0.7911633441401715
CMTSOLUTION_200808100820A	NOT FOUND	NOT FOUND	36.17379830373545	-0.47303558420450204
